Subject,Sentence,Label
psychology," 3570 . An opioid is one of a category of drugs that includes heroin , morphine , methadone , and codeine .","1"
psychology," Opioids have analgesic properties ; that is , they decrease pain .","0"
psychology," 3573 . Methadone is a synthetic opioid that is less euphorigenic than heroin and similar drugs .","1"
psychology," Methadone clinics help people who previously struggled with opioid addiction manage withdrawal symptoms through the use of methadone .","1"
psychology," Other drugs , including the opioid buprenorphine , have also been used to alleviate symptoms of opiate withdrawal .","0"
psychology," 3576 . Hypnosis is a state of extreme self - focus and attention in which minimal attention is given to external stimuli .","1"
psychology," In the therapeutic setting , a clinician may use relaxation and suggestion in an attempt to alter the thoughts and perceptions of a patient .","0"
psychology," 3579 . These cells relay messages , in the form of action potentials ( as you learned when studying biopsychology ) , to the central nervous system .","0"
psychology," The conversion from sensory stimulus energy to action potential is known as transduction .","1"
psychology," 3582 . Sometimes , we are more interested in how much difference in stimuli is required to detect a difference between them .","1"
psychology," This is known as the just noticeable difference ( jnd ) or difference threshold .","0"
psychology," Unlike the absolute threshold , the difference threshold changes depending on the stimulus intensity .","0"
psychology," 3585 . On the other hand , how we interpret those sensations is influenced by our available knowledge , our experiences , and our thoughts .","1"
psychology," This is called top - down processing .","0"
psychology," 3588 . If so , then you have experienced how motivation to detect a meaningful stimulus can shift our ability to discriminate between a true sensory stimulus and background noise .","0"
psychology," The ability to identify a stimulus when it is embedded in a distracting background is called signal detection theory .","1"
psychology," This might also explain why a mother is awakened by a quiet murmur from her baby but not by other sounds that occur while she is asleep .","0"
psychology," 3591 . Two physical characteristics of a wave are amplitude and wavelength ( [ link ] ) .","0"
psychology," The amplitude of a wave is the height of a wave as measured from the highest point on the wave ( peak or crest ) to the lowest point on the wave ( trough ) .","1"
psychology," Wavelength refers to the length of a wave from one peak to the next .","1"
psychology," 3594 . The visible spectrum is the portion of the larger electromagnetic spectrum that we can see .","1"
psychology," As [ link ] shows , the electromagnetic spectrum encompasses all of the electromagnetic radiation that occurs in our environment and includes gamma rays , x - rays , ultraviolet light , visible light , infrared light , microwaves , and radio waves .","0"
psychology," 3597 . This is known as the timbre of a sound .","0"
psychology," Timbre refers to a sound ’s purity , and it is affected by the complex interplay of frequency , amplitude , and timing of sound waves .","1"
psychology," 3600 . It serves as a barrier between the inner eye and the outside world , and it is involved in focusing light waves that enter the eye .","0"
psychology," The pupil is the small opening in the eye through which light passes , and the size of the pupil can change as a function of light levels as well as emotional arousal .","1"
psychology," When light levels are low , the pupil will become dilated , or expanded , to allow more light to enter the eye .","0"
psychology," 3603 . The lens is attached to muscles that can change its shape to aid in focusing light that is reflected from near or far objects .","0"
psychology," In a normal - sighted individual , the lens will focus images perfectly on a small indentation in the back of the eye known as the fovea , which is part of the retina , the light - sensitive lining of the eye .","1"
psychology," The fovea contains densely packed specialized photoreceptor cells ( [ link ] ) .","0"
psychology," 3606 . While cones are concentrated in the fovea , where images tend to be focused , rods , another type of photoreceptor , are located throughout the remainder of the retina .","0"
psychology," Rods are specialized photoreceptors that work well in low light conditions , and while they lack the spatial resolution and color function of the cones , they are involved in our vision in dimly lit environments as well as in our perception of movement on the periphery of our visual field .","1"
psychology," 3609 . The optic nerve from each eye merges just below the brain at a point called the optic chiasm .","1"
psychology," As [ link ] shows , the optic chiasm is an X - shaped structure that sits just below the cerebral cortex at the front of the brain .","0"
psychology," 3612 . The trichromatic theory of color vision is not the only theory — another major theory of color vision is known as the opponent - process theory .","0"
psychology," According to this theory , color is coded in opponent pairs : black - white , yellow - blue , and green - red .","1"
psychology," 3615 . We use a variety of cues in a visual scene to establish our sense of depth .","0"
psychology," Some of these are binocular cues , which means that they rely on the use of both eyes .","1"
psychology," One example of a binocular depth cue is binocular disparity , the slightly different view of the world that each of our eyes receives .","1"
psychology," 3621 . The inner ear contains the semi - circular canals , which are involved in balance and movement ( the vestibular sense ) , and the cochlea .","0"
psychology," The cochlea is a fluid - filled , snail - shaped structure that contains the sensory receptor cells ( hair cells ) of the auditory system ( [ link ] ) .","1"
psychology," 3624 . We ’ll discuss two of them here : temporal theory and place theory .","0"
psychology," The temporal theory of pitch perception asserts that frequency is coded by the activity level of a sensory neuron .","1"
psychology," This would mean that a given hair cell would fire action potentials related to the frequency of the sound wave .","0"
psychology," 3627 . Localizing sound could be considered similar to the way that we perceive depth in our visual fields .","0"
psychology," Like the monocular and binocular cues that provided information about depth , the auditory system uses both monaural ( one - eared ) and binaural ( two - eared ) cues to localize sound .","1"
psychology," 3630 . Deafness is the partial or complete inability to hear .","1"
psychology," Some people are born deaf , which is known as congenital deafness .","1"
psychology," 3633 . When the hearing problem is associated with a failure to transmit neural signals from the cochlea to the brain , it is called sensorineural hearing loss .","1"
psychology," One disease that results in sensorineural hearing loss is Ménière 's disease .","0"
psychology," 3636 . This kind of loss can not be treated with hearing aids , but some individuals might be candidates for a cochlear implant as a treatment option .","0"
psychology," Cochlear implants are electronic devices that consist of a microphone , a speech processor , and an electrode array .","1"
psychology," The device receives incoming sound information and directly stimulates the auditory nerve to transmit information to the brain .","0"
psychology," 3639 . You have learned since elementary school that there are four basic groupings of taste : sweet , salty , sour , and bitter .","0"
psychology," Research demonstrates , however , that we have at least six taste groupings .","0"
psychology," Umami is our fifth taste .","0"
psychology," 3642 . Olfactory receptor cells are located in a mucous membrane at the top of the nose .","1"
psychology," Small hair - like extensions from these receptors serve as the sites for odor molecules dissolved in the mucus to interact with chemical receptors located on these extensions ( [ link ] ) .","0"
psychology," 3645 . These receptors include Meissner ’s corpuscles , Pacinian corpuscles , Merkel ’s disks , and Ruffini corpuscles .","0"
psychology," Meissner ’s corpuscles respond to pressure and lower frequency vibrations , and Pacinian corpuscles detect transient pressure and higher frequency vibrations .","1"
psychology," Merkel ’s disks respond to light pressure , while Ruffini corpuscles detect stretch ( Abraira & Ginty , 2013 ) .","1"
psychology," There are many types of sensory receptors located in the skin , each attuned to specific touch - related stimuli .","0"
psychology," 3648 . Generally speaking , pain can be considered to be neuropathic or inflammatory in nature .","0"
psychology," Pain that signals some type of tissue damage is known as inflammatory pain .","1"
psychology," In some situations , pain results from damage to neurons of either the peripheral or central nervous system .","0"
psychology," 3651 . The vestibular sense contributes to our ability to maintain balance and body posture .","1"
psychology," As [ link ] shows , the major sensory organs ( utricle , saccule , and the three semicircular canals ) of this system are located next to the cochlea in the inner ear .","0"
psychology," 3654 . One Gestalt principle is the figure - ground relationship .","0"
psychology," According to this principle , we tend to segment our visual world into figure and ground .","1"
psychology," 3657 . Two additional Gestalt principles are the law of continuity ( or good continuation ) and closure .","0"
psychology," The law of continuity suggests that we are more likely to perceive continuous , smooth flowing lines rather than jagged , broken lines ( [ link ] ) .","1"
psychology," 3660 . You probably feel fairly certain that your perception accurately matches the real world , but this is not always the case .","0"
psychology," Our perceptions are based on perceptual hypotheses : educated guesses that we make while interpreting sensory information .","1"
psychology," These hypotheses are informed by a number of factors , including our personalities , experiences , and expectations .","0"
psychology," 3663 . Both instincts and reflexes are innate behaviors that organisms are born with .","0"
psychology," Reflexes are a motor or neural reaction to a specific stimulus in the environment .","1"
psychology," They tend to be simpler than instincts , involve the activity of specific body parts and systems ( e.g. , the knee - jerk reflex and the contraction of the pupil in bright light ) , and involve more primitive centers of the central nervous system ( e.g. , the spinal cord and the medulla ) .","0"
psychology," 3666 . Our minds have a natural tendency to connect events that occur closely together or in sequence .","0"
psychology," Associative learning occurs when an organism makes connections between stimuli or events that occur together in the environment .","1"
psychology," You will see that associative learning is central to all three basic learning processes discussed in this chapter ; classical conditioning tends to involve unconscious processes , operant conditioning tends to involve conscious processes , and observational learning adds social and cognitive layers to all the basic associative processes , both conscious and unconscious .","0"
psychology," 3669 . Pavlov ( 1849 – 1936 ) , a Russian scientist , performed extensive research on dogs and is best known for his experiments in classical conditioning ( [ link ] ) .","0"
psychology," As we discussed briefly in the previous section , classical conditioning is a process by which we learn to associate stimuli and , consequently , to anticipate events .","1"
psychology," Ivan Pavlov ’s research on the digestive system of dogs unexpectedly led to his discovery of the learning process now known as classical conditioning .","0"
psychology," "" >","0"
psychology," 3672 . Pavlov would sound a tone ( like ringing a bell ) and then give the dogs the meat powder ( [ link ] ) .","0"
psychology," The tone was the neutral stimulus ( NS ) , which is a stimulus that does not naturally elicit a response .","1"
psychology," Prior to conditioning , the dogs did not salivate when they just heard the tone because the tone had no association for the dogs .","0"
psychology," 3675 . Tiger will learn to get excited when she hears the “ squeak ” of the cabinet .","0"
psychology," Pairing a new neutral stimulus ( “ squeak ” ) with the conditioned stimulus ( “ zzhzhz ” ) is called higher - order conditioning , or second - order conditioning .","1"
psychology," This means you are using the conditioned stimulus of the can opener to condition another stimulus : the squeaky cabinet ( [ link ] ) .","0"
psychology," 3678 . Soon the dogs stopped responding to the tone .","0"
psychology," Extinction is the decrease in the conditioned response when the unconditioned stimulus is no longer presented with the conditioned stimulus .","1"
psychology," When presented with the conditioned stimulus alone , the dog , cat , or other organism would show a weaker and weaker response , and finally no response .","0"
psychology," 3681 . On the other hand , when an organism demonstrates the conditioned response to stimuli that are similar to the condition stimulus , it is called stimulus generalization , the opposite of stimulus discrimination .","1"
psychology," The more similar a stimulus is to the condition stimulus , the more likely the organism is to give the conditioned response .","0"
psychology," 3687 . His idea that learning is the result of consequences is based on the law of effect , which was first proposed by psychologist Edward Thorndike .","0"
psychology," According to the law of effect , behaviors that are followed by consequences that are satisfying to the organism are more likely to be repeated , and behaviors that are followed by unpleasant consequences are less likely to be repeated ( Thorndike , 1911 ) .","1"
psychology," Essentially , if an organism does something that brings about a desired result , the organism is more likely to do it again .","0"
psychology," 3690 . Remember that reinforcement , even when it is negative , always increases a behavior .","0"
psychology," In contrast , punishment always decreases a behavior .","1"
psychology," In positive punishment , you add an undesirable stimulus to decrease a behavior .","1"
psychology," 3693 . ShapingIn his operant conditioning experiments , Skinner often used an approach called shaping .","0"
psychology," Instead of rewarding only the target behavior , in shaping , we reward successive approximations of a target behavior .","1"
psychology," Why is shaping needed ?","0"
psychology," 3699 . With a variable interval reinforcement schedule , the person or animal gets the reinforcement based on varying amounts of time , which are unpredictable .","1"
psychology," Say that Manuel is the manager at a fast - food restaurant .","0"
psychology," 3702 . Although strict behaviorists such as Skinner and Watson refused to believe that cognition ( such as thoughts and expectations ) plays a role in learning , another behaviorist , Edward C. Tolman , had a different opinion .","0"
psychology," Tolman ’s experiments with rats demonstrated that organisms can learn even if they do not receive immediate reinforcement ( Tolman & Honzik , 1930 ; Tolman , Ritchie , & Kalish , 1946 ) .","0"
psychology," 3705 . Previous sections of this chapter focused on classical and operant conditioning , which are forms of associative learning .","0"
psychology," In observational learning , we learn by watching others and then imitating , or modeling , what they do or say .","1"
psychology," The individuals performing the imitated behavior are called models .","1"
psychology," 3708 . Bandura and other researchers proposed a brand of behaviorism called social learning theory , which took cognitive processes into account .","0"
psychology," According to Bandura , pure behaviorism could not explain why learning can take place in the absence of external reinforcement .","0"
psychology," He felt that internal mental states must also have a role in learning and that observational learning involves much more than imitation .","0"
psychology," 3711 . What are the implications of this study ?","0"
psychology," Bandura concluded that we watch and learn , and that this learning can have both prosocial and antisocial effects .","0"
psychology," Prosocial ( positive ) models can be used to encourage socially acceptable behavior .","0"
psychology," 3714 . The different files stored in the file cabinet are called concepts .","0"
psychology," Concepts are categories or groupings of linguistic information , images , ideas , or memories , such as life experiences .","1"
psychology," Concepts are , in many ways , big ideas that are generated by observing details , and categorizing and combining these details into cognitive structures .","0"
psychology," 3717 . An artificial concept , on the other hand , is a concept that is defined by a specific set of characteristics .","1"
psychology," Various properties of geometric shapes , like squares and triangles , serve as useful examples of artificial concepts .","0"
psychology," 3723 . Thus , lexicon is a language ’s vocabulary .","1"
psychology," Grammar refers to the set of rules that are used to convey meaning through the use of the lexicon ( Fernández & Cairns , 2011 ) .","1"
psychology," For instance , English grammar dictates that most verbs receive an “ -ed ” at the end to indicate past tense .","0"
psychology," 3726 . Semantics and syntax are part of a language ’s grammar .","0"
psychology," Semantics refers to the process by which we derive meaning from morphemes and words .","1"
psychology," Syntax refers to the way words are organized into sentences ( Chomsky , 1965 ; Fernández & Cairns , 2011 ) .","1"
psychology," 3729 . B. F. Skinner ( 1957 ) proposed that language is learned through reinforcement .","0"
psychology," Noam Chomsky ( 1965 ) criticized this behaviorist approach , asserting instead that the mechanisms underlying language acquisition are biologically determined .","0"
psychology," The use of language develops in the absence of formal instruction and appears to follow a very similar pattern in children from vastly different cultures and backgrounds .","0"
psychology," 3732 . Different strategies have different action plans associated with them ( [ link ] ) .","0"
psychology," For example , a well - known strategy is trial and error .","0"
psychology," The old adage , “ If at first you do n’t succeed , try , try again ” describes trial and error .","0"
psychology," 3738 . The realtor may be challenging your anchoring bias .","0"
psychology," An anchoring bias occurs when you focus on one piece of information when making a decision or solving a problem .","1"
psychology," In this case , you ’re so focused on the amount of money you are willing to spend that you may not recognize what kinds of houses are available at that price point .","0"
psychology," The confirmation bias is the tendency to focus on information that confirms your existing beliefs .","1"
psychology," 3741 . Hindsight bias leads you to believe that the event you just experienced was predictable , even though it really was n’t .","1"
psychology," In other words , you knew all along that things would turn out the way they did .","0"
psychology," Representative bias describes a faulty way of thinking , in which you unintentionally stereotype someone or something ; for example , you may assume that your professors spend their free time reading books and engaging in intellectual conversation , because the idea of them spending their time playing volleyball or visiting an amusement park does not fit in with your stereotypes of professors .","1"
psychology," 3744 . Motivation describes the wants or needs that direct behavior toward a goal .","1"
psychology," In addition to biological motives , motivations can be intrinsic ( arising from internal factors ) or extrinsic ( arising from external factors ) ( [ link ] ) .","1"
psychology," Intrinsically motivated behaviors are performed because of the sense of personal satisfaction that they bring , while extrinsically motivated behaviors are performed in order to receive something from others .","1"
psychology," 3747 . According to the drive theory of motivation , deviations from homeostasis create physiological needs .","1"
psychology," These needs result in psychological drive states that direct behavior to meet the need and , ultimately , bring the system back to homeostasis .","0"
psychology," 3750 . Self - efficacy is an individual ’s belief in her own capability to complete a task , which may include a previous successful completion of the exact task or a similar task .","1"
psychology," Albert Bandura ( 1994 ) theorized that an individual ’s sense of self - efficacy plays a pivotal role in motivating behavior .","0"
psychology," 3753 . In the 1940s , Raymond Cattell proposed a theory of intelligence that divided general intelligence into two components : crystallized intelligence and fluid intelligence ( Cattell , 1963 ) .","0"
psychology," Crystallized intelligence is characterized as acquired knowledge and the ability to retrieve it .","1"
psychology," When you learn , remember , and recall information , you are using crystallized intelligence .","0"
psychology," 3756 . Practical intelligence , as proposed by Sternberg , is sometimes compared to “ street smarts . ”","0"
psychology," Being practical means you find solutions that work in your everyday life by applying knowledge based on your experiences .","1"
psychology," This type of intelligence appears to be separate from traditional understanding of IQ ; individuals who score high in practical intelligence may or may not have comparable scores in creative and analytical intelligence ( Sternberg , 1988 ) .","0"
psychology," 3759 . Multiple Intelligences Theory was developed by Howard Gardner , a Harvard psychologist and former student of Erik Erikson .","0"
psychology," Gardner ’s theory , which has been refined for more than 30 years , is a more recent development among theories of intelligence .","0"
psychology," 3762 . Creativity is the ability to generate , create , or discover new ideas , solutions , and possibilities .","1"
psychology," Very creative people often have intense knowledge about something , work on it for years , look at novel solutions , seek out the advice and help of other experts , and take risks .","0"
psychology," 3765 . For most people , once they have eaten , they feel satiation , or fullness and satisfaction , and their eating behavior stops .","0"
psychology," Like the initiation of eating , satiation is also regulated by several physiological mechanisms .","0"
psychology," 3768 . Our energy expenditure is obviously affected by our levels of activity , but our body ’s metabolic rate also comes into play .","0"
psychology," A person ’s metabolic rate is the amount of energy that is expended in a given period of time , and there is tremendous individual variability in our metabolic rates .","1"
psychology," People with high rates of metabolism are able to burn off calories more easily than those with lower rates of metabolism .","0"
psychology," 3771 . According to the Centers for Disease Control and Prevention ( CDC ) , an adult with a body mass index ( BMI ) between 25 and 29.9 is considered overweight ( [ link ] ) .","1"
psychology," An adult with a BMI of 30 or higher is considered obese ( Centers for Disease Control and Prevention [ CDC ] , 2012 ) .","1"
psychology," People who are so overweight that they are at risk for death are classified as morbidly obese .","1"
psychology," 3774 . Prader - Willi Syndrome ( PWS ) is a genetic disorder that results in persistent feelings of intense hunger and reduced rates of metabolism .","1"
psychology," Typically , affected children have to be supervised around the clock to ensure that they do not engage in excessive eating .","0"
psychology," 3777 . Anorexia nervosa is an eating disorder characterized by the maintenance of a body weight well below average through starvation and/or excessive exercise .","1"
psychology," Individuals suffering from anorexia nervosa often have a distorted body image , referenced in literature as a type of body dysmorphia , meaning that they view themselves as overweight even though they are not .","0"
psychology," 3780 . Kinsey also developed a continuum known as the Kinsey scale that is still commonly used today to categorize an individual ’s sexual orientation ( Jenkins , 2010 ) .","1"
psychology," Sexual orientation is an individual ’s emotional and erotic attractions to same - sexed individuals ( homosexual ) , opposite - sexed individuals ( heterosexual ) , or both ( bisexual ) .","1"
psychology," 3783 . Based on these observations , Masters and Johnson divided the sexual response cycle into four phases that are fairly similar in men and women : excitement , plateau , orgasm , and resolution ( [ link ] ) .","1"
psychology," The excitement phase is the arousal phase of the sexual response cycle , and it is marked by erection of the penis or clitoris and lubrication and expansion of the vaginal canal .","1"
psychology," During plateau , women experience further swelling of the vagina and increased blood flow to the labia minora , and men experience full erection and often exhibit pre - ejaculatory fluid .","1"
psychology," 3786 . In men , pelvic contractions are accompanied by a buildup of seminal fluid near the urethra that is ultimately forced out by contractions of genital muscles , ( i.e. , ejaculation ) .","0"
psychology," Resolution is the relatively rapid return to an unaroused state accompanied by a decrease in blood pressure and muscular relaxation .","1"
psychology," While many women can quickly repeat the sexual response cycle , men must pass through a longer refractory period as part of resolution .","0"
psychology," 3789 . When individuals do not feel comfortable identifying with the gender associated with their biological sex , then they experience gender dysphoria .","0"
psychology," Gender dysphoria is a diagnostic category in the fifth edition of the Diagnostic and Statistical Manual of Mental Disorders ( DSM-5 ) that describes individuals who do not identify as the gender that most people would assume they are .","1"
psychology," This dysphoria must persist for at least six months and result in significant distress or dysfunction to meet DSM-5 diagnostic criteria .","0"
psychology," 3792 . As a result , the test was normed and standardized , which means that the test was administered consistently to a large enough representative sample of the population that the range of scores resulted in a bell curve ( bell curves will be discussed later ) .","0"
psychology," Standardization means that the manner of administration , scoring , and interpretation of results is consistent .","1"
psychology," Norming involves giving a test to a large population so data can be collected comparing groups , such as age groups .","1"
psychology," 3795 . Without a large sample size , it is less likely that the bell curve will represent the wider population .","0"
psychology," A representative sample is a subset of the population that accurately represents the general population .","1"
psychology," If , for example , you measured the height of the women in your classroom only , you might not actually have a representative sample .","0"
psychology," 3807 . The Schachter - Singer two - factor theory of emotion is another variation on theories of emotions that takes into account both physiological arousal and the emotional experience .","0"
psychology," According to this theory , emotions are composed of two factors : physiological and cognitive .","1"
psychology," 3810 . THE BIOLOGY OF EMOTIONS","0"
psychology," Earlier , you learned about the limbic system , which is the area of the brain involved in emotion and memory ( [ link ] ) .","1"
psychology," The limbic system includes the hypothalamus , thalamus , amygdala , and the hippocampus .","0"
psychology," 3813 . It is critical for classical conditioning and for attaching emotional value to learning processes and memory .","0"
psychology," The central nucleus plays a role in attention , and it has connections with the hypothalamus and various brainstem areas to regulate the autonomic nervous and endocrine systems ’ activity ( Pessoa , 2010 ) .","0"
psychology," 3816 . This would seem to suggest that the pattern of activity in facial muscles involved in generating emotional expressions is universal , and indeed , this idea was suggested in the late 19th century in Charles Darwin ’s book The Expression of Emotions in Man and Animals ( 1872 ) .","0"
psychology," In fact , there is substantial evidence for seven universal emotions that are each associated with distinct facial expressions .","0"
psychology," These include : happiness , surprise , sadness , fright , disgust , contempt , and anger ( [ link ] ) ( Ekman & Keltner , 1997 ) .","0"
psychology," 3819 . Personality refers to the long - standing traits and patterns that propel individuals to consistently think , feel , and behave in specific ways .","1"
psychology," Our personality is what makes us unique individuals .","0"
psychology," 3822 . According to Freud , unconscious drives influenced by sex and aggression , along with childhood sexuality , are the forces that influence our personality .","0"
psychology," Freud attracted many followers who modified his ideas to create new theories about personality .","1"
psychology," These theorists , referred to as neo - Freudians , generally agreed with Freud that childhood experiences matter , but they reduced the emphasis on sex and focused more on the social environment and effects of culture on personality .","0"
psychology," 3825 . The unconscious i d contains our most primitive drives or urges , and is present from birth .","1"
psychology," It directs impulses for hunger , thirst , and sex .","0"
psychology," 3828 . According to Freud , a person who has a strong ego , which can balance the demands of the i d and the superego , has a healthy personality .","0"
psychology," Freud maintained that imbalances in the system can lead to neurosis ( a tendency to experience negative emotions ) , anxiety disorders , or unhealthy behaviors .","1"
psychology," For example , a person who is dominated by their i d might be narcissistic and impulsive .","0"
psychology," 3834 . In projection , a person refuses to acknowledge her own unconscious feelings and instead sees those feelings in someone else .","1"
psychology," Other defense mechanisms include rationalization , displacement , and sublimation .","0"
psychology," 3837 . After passing through the oral stage , children enter what Freud termed the anal stage ( 1–3 years ) .","0"
psychology," In this stage , children experience pleasure in their bowel and bladder movements , so it makes sense that the conflict in this stage is over toilet training .","1"
psychology," 3840 . The final stage is the genital stage ( from puberty on ) .","0"
psychology," In this stage , there is a sexual reawakening as the incestuous urges resurface .","1"
psychology," 3843 . He subsequently founded a school of psychology called individual psychology , which focuses on our drive to compensate for feelings of inferiority .","1"
psychology," Adler ( 1937 , 1956 ) proposed the concept of the inferiority complex .","0"
psychology," An inferiority complex refers to a person ’s feelings that they lack worth and do n’t measure up to the standards of others or of society .","1"
psychology," 3846 . The collective unconscious is a universal version of the personal unconscious , holding mental patterns , or memory traces , which are common to all of us ( Jung , 1928 ) . These ancestral memories , which Jung called archetypes , are represented by universal themes in various cultures , as expressed through literature , art , and dreams ( Jung ) .","1"
psychology," 3849 . Memory is an information processing system ; therefore , we often compare it to a computer .","0"
psychology," Memory is the set of processes used to encode , store , and retrieve information over different periods of time ( [ link ] ) .","1"
psychology," Encoding involves the input of information into the memory system .","1"
psychology," Storage is the retention of the encoded information .","1"
psychology," 3852 . It probably required a lot of work and attention on your part in order to encode that information .","1"
psychology," This is known as effortful processing ( [ link ] ) .","0"
psychology," 3855 . Craik and Tulving concluded that we process verbal information best through semantic encoding , especially if we apply what is called the self - reference effect .","0"
psychology," The self - reference effect is the tendency for an individual to have better memory for information that relates to oneself in comparison to material that has less personal relevance ( Rogers , Kuiper & Kirker , 1977 ) .","1"
psychology," Could semantic encoding be beneficial to you as you attempt to memorize the concepts in this chapter ?","0"
psychology," 3858 . In order for a memory to go into storage ( i.e. , long - term memory ) , it has to pass through three distinct stages : Sensory Memory , Short - Term Memory , and finally Long - Term Memory .","0"
psychology," These stages were first proposed by Richard Atkinson and Richard Shiffrin ( 1968 ) .","0"
psychology," Their model of human memory ( [ link ] ) , called Atkinson - Shiffrin ( A - S ) , is based on the belief that we process memories in the same way that a computer processes information .","1"
psychology," 3861 . Short - term memory ( STM ) is a temporary storage system that processes incoming sensory memory ; sometimes it is called working memory .","1"
psychology," Short - term memory takes information from sensory memory and sometimes connects that memory to something already in long - term memory .","0"
psychology," 3864 . Understanding the different types is important because a person ’s age or particular types of brain trauma or disorders can leave certain types of LTM intact while having disastrous consequences for other types .","0"
psychology," Explicit memories are those we consciously try to remember and recall .","1"
psychology," For example , if you are studying for your chemistry exam , the material you are learning will be part of your explicit memory .","0"
psychology," 3867 . Declarative memory has to do with the storage of facts and events we personally experienced .","1"
psychology," Explicit ( declarative ) memory has two parts : semantic memory and episodic memory .","0"
psychology," 3870 . Can you remember every event you have experienced over the course of your life — meals , conversations , clothing choices , weather conditions , and so on ?","0"
psychology," Most likely none of us could even come close to answering these questions ; however , American actress Marilu Henner , best known for the television show Taxi , can remember .","0"
psychology," She has an amazing and highly superior autobiographical memory ( [ link ] ) .","0"
psychology," 3873 . There are three ways you can retrieve information out of your long - term memory storage system : recall , recognition , and relearning .","0"
psychology," Recall is what we most often think about when we talk about memory retrieval : it means you can access information without cues .","1"
psychology," For example , you would use recall for an essay test .","0"
psychology," 3876 . Karl Lashley began exploring this problem , about 100 years ago , by making lesions in the brains of animals such as rats and monkeys .","0"
psychology," He was searching for evidence of the engram : the group of neurons that serve as the “ physical representation of memory ” ( Josselyn , 2010 ) .","1"
psychology," First , Lashley ( 1950 ) trained rats to find their way through a maze .","0"
psychology," 3879 . Another group of researchers also experimented with rats to learn how the hippocampus functions in memory processing ( [ link ] ) .","0"
psychology," They created lesions in the hippocampi of the rats , and found that the rats demonstrated memory impairment on various tasks , such as object recognition and maze running .","0"
psychology," 3882 . It is also believed that strong emotions trigger the formation of strong memories , and weaker emotional experiences form weaker memories ; this is called arousal theory ( Christianson , 1992 ) .","1"
psychology," For example , strong emotional experiences can trigger the release of neurotransmitters , as well as hormones , which strengthen memory ; therefore , our memory for an emotional event is usually better than our memory for a non - emotional event .","0"
psychology," 3885 . Albert Bandura agreed with Skinner that personality develops through learning .","0"
psychology," He disagreed , however , with Skinner ’s strict behaviorist approach to personality development , because he felt that thinking and reasoning are important components of learning .","0"
psychology," 3888 . Bandura ( 1977 , 1995 ) has studied a number of cognitive and personal factors that affect learning and personality development , and most recently has focused on the concept of self - efficacy .","0"
psychology," Self - efficacy is our level of confidence in our own abilities , developed through our social experiences .","1"
psychology," Self - efficacy affects how we approach challenges and reach goals .","0"
psychology," 3891 . Walter Mischel was a student of Julian Rotter and taught for years at Stanford , where he was a colleague of Albert Bandura .","0"
psychology," Mischel surveyed several decades of empirical psychological literature regarding trait prediction of behavior , and his conclusion shook the foundations of personality psychology .","0"
psychology," 3894 . Retrograde amnesia is loss of memory for events that occurred prior to the trauma .","1"
psychology," People with retrograde amnesia can not remember some or even all of their past .","0"
psychology," 3897 . In studying cases where DNA evidence has exonerated people from crimes , the Innocence Project discovered that eyewitness misidentification is the leading cause of wrongful convictions ( Benjamin N. Cardozo School of Law , Yeshiva University , 2009 ) .","0"
psychology," "" >","0"
psychology," 3900 . Recall of false autobiographical memories is called false memory syndrome .","1"
psychology," This syndrome has received a lot of publicity , particularly as it relates to memories of events that do not have independent witnesses — often the only witnesses to the abuse are the perpetrator and the victim ( e.g. , sexual abuse ) .","0"
psychology," 3903 . I know I read the book in high school , and I remember that one of the main characters is named Scout , and her father is an attorney , but I honestly do n’t remember anything else . ”","0"
psychology," Nathan wonders if his mother actually read the book , and his mother is surprised she ca n’t recall the plot .","0"
psychology," What is going on here is storage decay : unused information tends to fade with the passage of time .","1"
psychology," In 1885 , German psychologist Hermann Ebbinghaus analyzed the process of memorization .","0"
psychology," First , he memorized lists of nonsense syllables .","0"
psychology," 3906 . Memories can also be affected by bias , which is the final distortion error .","0"
psychology," Schacter ( 2001 ) says that your feelings and view of the world can actually distort your memory of past events .","0"
psychology," 3909 . These are examples of proactive interference : when old information hinders the recall of newly learned information .","0"
psychology," Retroactive interference happens when information learned more recently hinders the recall of older information .","1"
psychology," For example , this week you are studying about Freud ’s Psychoanalytic Theory .","0"
psychology," 3912 . Another humanistic theorist was Carl Rogers .","0"
psychology," One of Rogers ’s main ideas about personality regards self - concept , our thoughts and feelings about ourselves .","1"
psychology," How would you respond to the question , “ Who am I ? ” Your answer can show how you see yourself .","0"
psychology," 3915 . According to Rogers ( 1980 ) , “ As persons are accepted and prized , they tend to develop a more caring attitude towards themselves ” ( p. 116 ) .","0"
psychology," Conversely , when there is a great discrepancy between our ideal and actual selves , we experience a state Rogers called incongruence , which can lead to maladjustment .","1"
psychology," Both Rogers ’s and Maslow ’s theories focus on individual choices and do not believe that biology is deterministic .","0"
psychology," 3918 . You may recall that 6 x 6 = 36 , 6 x 7 = 42 , and 6 x 8 = 48 .","0"
psychology," Memorizing these facts is rehearsal . Another strategy is chunking : you organize information into manageable bits or chunks ( Bodie , Powers , & Fitch - Hauser , 2006 ) .","1"
psychology," Chunking is useful when trying to remember information like dates and phone numbers .","0"
psychology," 3921 . Use elaborative rehearsal : In a famous article , Craik and Lockhart ( 1972 ) discussed their belief that information we process more deeply goes into long - term memory .","1"
psychology," Their theory is called levels of processing .","0"
